acceptor_accuracy_scratch,acceptor_accuracy_finetune,acceptor_precision_scratch,acceptor_precision_finetune,acceptor_recall_scratch,acceptor_recall_finetune,acceptor_f1_scratch,acceptor_f1_finetune,acceptor_auprc_scratch,acceptor_auprc_finetune,donor_accuracy_scratch,donor_accuracy_finetune,donor_precision_scratch,donor_precision_finetune,donor_recall_scratch,donor_recall_finetune,donor_f1_scratch,donor_f1_finetune,donor_auprc_scratch,donor_auprc_finetune,accuracy_scratch,accuracy_finetune
0.830081812460667,0.8797986154814349,0.8587239583333334,0.9197368421052632,0.830081812460667,0.8797986154814349,0.84416,0.8993245416532647,0.8977723685661477,0.9420721983658195,0.5719769673704415,0.855406269993602,0.9331941544885177,0.9182692307692307,0.5719769673704415,0.855406269993602,0.7092423641412138,0.8857237495859556,0.8807035135431291,0.9309129089707492,0.8006675147934268,0.9117188850235299
0.8049087476400252,0.8829452485840151,0.9227994227994228,0.9218134034165572,0.8049087476400252,0.8829452485840151,0.8598319327731092,0.9019607843137255,0.9193596981542573,0.946042934831113,0.8163787587971849,0.8688419705694178,0.9056068133427964,0.9225543478260869,0.8163787587971849,0.8688419705694178,0.8586810228802153,0.8948929159802307,0.9079120987200507,0.9361256591683795,0.8737464920529742,0.9172468632527541
0.8565135305223411,0.8848332284455632,0.8948060486522025,0.9262187088274044,0.8565135305223411,0.8848332284455632,0.8752411575562701,0.9050531058899259,0.9255794932428891,0.9494745823773307,0.7939859245041587,0.8688419705694178,0.9309827456864216,0.9288645690834473,0.7939859245041587,0.8688419705694178,0.8570441988950276,0.8978512396694215,0.9168271126415345,0.9394180267963083,0.8834830077447661,0.9178773239215076
0.8294524858401511,0.8898678414096917,0.9354151880766501,0.9284307288246881,0.8294524858401511,0.8898678414096917,0.8792528352234823,0.9087403598971723,0.9394920888810337,0.9513836073381398,0.8566858605246321,0.8694817658349329,0.923448275862069,0.9333791208791209,0.8566858605246321,0.8694817658349329,0.888815134417524,0.9002981119576019,0.9350225389366673,0.9419632176901935,0.8953659736268526,0.919769460418587
0.8521082441787288,0.8911264946507237,0.929945054945055,0.9273084479371316,0.8521082441787288,0.8911264946507237,0.8893267651888341,0.9088575096277278,0.9456335621454908,0.9522516315213195,0.8950735764555342,0.8765195137555982,0.8927887683471601,0.9332425068119891,0.8950735764555342,0.8765195137555982,0.8939297124600639,0.9039920818211812,0.9370999939802727,0.944610168584748,0.9157092621903965,0.9225347273463266
0.8697293895531781,0.8860918816865954,0.9140211640211641,0.9324503311258279,0.8697293895531781,0.8860918816865954,0.891325378910029,0.9086802194256212,0.9361218502169584,0.9534794188223044,0.8150991682661548,0.8714011516314779,0.9306062819576333,0.9360824742268041,0.8150991682661548,0.8714011516314779,0.869031377899045,0.9025844930417495,0.9316436528218861,0.945827518212985,0.8949278431444795,0.9191513362389884
0.8797986154814349,0.8898678414096917,0.9221635883905013,0.9321028345418589,0.8797986154814349,0.8898678414096917,0.9004830917874396,0.9104958145524791,0.9481012760772317,0.9546860022607798,0.8618042226487524,0.8752399232245681,0.9347675225537821,0.9395604395604396,0.8618042226487524,0.8752399232245681,0.8968042609853528,0.906260351109639,0.9441595228461561,0.9478948495242778,0.9138534704614556,0.9216898468459297
0.8829452485840151,0.8886091881686595,0.9169934640522875,0.9344804765056254,0.8829452485840151,0.8886091881686595,0.899647322859891,0.9109677419354839,0.9471411212316031,0.9551890548001878,0.8950735764555342,0.872680742162508,0.9125896934116112,0.9419889502762431,0.8950735764555342,0.872680742162508,0.9037467700258398,0.9060112919295915,0.9444003303692513,0.9491121952813185,0.9259888640373038,0.9204177690813244
0.8835745752045312,0.8961611076148521,0.9273447820343461,0.9313276651406148,0.8835745752045312,0.8961611076148521,0.9049307122139865,0.9134060295060936,0.951350657797914,0.9557721445141178,0.8701215611004478,0.8797184900831734,0.9327846364883402,0.9411362080766599,0.8701215611004478,0.8797184900831734,0.9003641178417743,0.9093915343915344,0.9444922686841509,0.9501827303405428,0.9178848366879322,0.9252804578671849
0.8533668974197609,0.8904971680302077,0.9358178053830227,0.9377070907886017,0.8533668974197609,0.8904971680302077,0.8926925608953259,0.9134925758553906,0.9464757808959344,0.9566276219917621,0.855406269993602,0.8765195137555982,0.9310584958217271,0.9422283356258597,0.855406269993602,0.8765195137555982,0.8916305435145049,0.9081869406695393,0.9416578179590303,0.950887404432835,0.9029115810635777,0.9223270197764698
