acceptor_accuracy_scratch,acceptor_accuracy_finetune,acceptor_precision_scratch,acceptor_precision_finetune,acceptor_recall_scratch,acceptor_recall_finetune,acceptor_f1_scratch,acceptor_f1_finetune,acceptor_auprc_scratch,acceptor_auprc_finetune,donor_accuracy_scratch,donor_accuracy_finetune,donor_precision_scratch,donor_precision_finetune,donor_recall_scratch,donor_recall_finetune,donor_f1_scratch,donor_f1_finetune,donor_auprc_scratch,donor_auprc_finetune,accuracy_scratch,accuracy_finetune
0.5753786968021158,0.864390478480404,0.9147553516819572,0.9296612361003361,0.5753786968021158,0.864390478480404,0.7064206642066421,0.8958385247944182,0.8534998289915436,0.9387107930280796,0.7654261704681873,0.8729891956782713,0.8533190578158458,0.905829596412556,0.7654261704681873,0.8729891956782713,0.8069864574104544,0.8891062477075438,0.8710354209288645,0.9359013393057191,0.7802168033766854,0.9124164857912572
0.7004087521038711,0.8853089685020438,0.9300766283524904,0.9364191251271617,0.7004087521038711,0.8853089685020438,0.7990673432999589,0.9101470769991349,0.8999167540767179,0.9467287646001032,0.8777911164465786,0.8869147659063625,0.8271493212669683,0.9166253101736973,0.8777911164465786,0.8869147659063625,0.8517181129877693,0.9015253203172666,0.9017765664036771,0.9456521041707793,0.8593343135683241,0.9240354463228261
0.7761481125270497,0.8949266650637172,0.9463500439753738,0.9406115744250695,0.7761481125270497,0.8949266650637172,0.8528401585204756,0.917200591424347,0.9277259144561912,0.9504680546165407,0.7978391356542617,0.8938775510204081,0.9387005649717514,0.9240506329113924,0.7978391356542617,0.8938775510204081,0.8625567813108371,0.9087136929460581,0.9284953909439793,0.9498866211611589,0.8579690382584056,0.9295652785507942
0.5787448905987016,0.8999759557585958,0.9760746147607462,0.9444865001261671,0.5787448905987016,0.8999759557585958,0.7266415094339622,0.921694163999015,0.926394525896072,0.9531500483331962,0.7992797118847539,0.8936374549819928,0.9380107072414765,0.9311983987990993,0.7992797118847539,0.8936374549819928,0.8631060409644802,0.9120313648615536,0.9301988265005263,0.9522808287985305,0.7926562364775682,0.9311714152168489
0.8189468622264967,0.8985333012743448,0.9424460431654677,0.9460759493670886,0.8189468622264967,0.8985333012743448,0.8763669111025344,0.9216919472191393,0.9358049423442332,0.9546518822742609,0.9224489795918367,0.8955582232893158,0.8374019180470793,0.9343687374749499,0.9224489795918367,0.8955582232893158,0.8778704444190564,0.9145519185975236,0.937023925394663,0.954014952944379,0.9137349078815994,0.9313321220479746
0.7985092570329406,0.9023803798990142,0.9601040763226366,0.947488008078768,0.7985092570329406,0.9023803798990142,0.8718823838277763,0.924384236453202,0.9406892835124848,0.9558706431648858,0.8417767106842737,0.8972388955582233,0.9462887989203779,0.9333166833166833,0.8417767106842737,0.8972388955582233,0.8909783989834815,0.9149222671073571,0.9420339122968846,0.955359357744536,0.8800728184408598,0.9331747056791668
0.7992305842750661,0.9021399374849723,0.9499857102029151,0.9491525423728814,0.7992305842750661,0.9021399374849723,0.8681117785322539,0.9250493096646942,0.9349512818238063,0.9566785662635904,0.8456182472989195,0.8984393757503001,0.9278187565858799,0.9364364364364365,0.8456182472989195,0.8984393757503001,0.8848134656450195,0.9170444798431565,0.9351717167041378,0.9560783964909942,0.8815862939418815,0.9334960538286133
0.5022842029333975,0.9071892281798509,0.9816729323308271,0.9503778337531487,0.5022842029333975,0.9071892281798509,0.6645458883410211,0.9282814614343707,0.9113632367312917,0.957611712357648,0.5524609843937575,0.9006002400960385,0.979565772669221,0.9419889502762431,0.5524609843937575,0.9006002400960385,0.7064783543137857,0.9208297532834172,0.9247398179607882,0.9572872931104764,0.6849092527704431,0.9359012418437894
0.7145948545323395,0.9088723250781438,0.9687092568448501,0.9509433962264151,0.7145948545323395,0.9088723250781438,0.8224712882247129,0.9294320137693631,0.9323976787335688,0.9580430082056152,0.7567827130852341,0.9042016806722689,0.9609756097560975,0.9415,0.7567827130852341,0.9042016806722689,0.8467427803895232,0.9224739742804654,0.937178285449322,0.9578598127161297,0.8237775643033869,0.9376626875574589
0.8754508295263285,0.9107958643904784,0.9234085721531828,0.9500877853022323,0.8754508295263285,0.9107958643904784,0.8987904221179955,0.9300270071200589,0.9415687088497912,0.9582690369715339,0.892436974789916,0.9051620648259304,0.8997821350762527,0.9420289855072463,0.892436974789916,0.9051620648259304,0.8960945033751205,0.9232276233623118,0.9405047880513521,0.9583205179747352,0.9225814551731117,0.9386238618237807
