acceptor_accuracy_scratch_80,acceptor_accuracy_finetune_80,acceptor_precision_scratch_80,acceptor_precision_finetune_80,acceptor_recall_scratch_80,acceptor_recall_finetune_80,acceptor_f1_scratch_80,acceptor_f1_finetune_80,acceptor_auprc_scratch_80,acceptor_auprc_finetune_80,donor_accuracy_scratch_80,donor_accuracy_finetune_80,donor_precision_scratch_80,donor_precision_finetune_80,donor_recall_scratch_80,donor_recall_finetune_80,donor_f1_scratch_80,donor_f1_finetune_80,donor_auprc_scratch_80,donor_auprc_finetune_80,accuracy_scratch_80,accuracy_finetune_80,acceptor_accuracy_scratch_400,acceptor_accuracy_finetune_400,acceptor_precision_scratch_400,acceptor_precision_finetune_400,acceptor_recall_scratch_400,acceptor_recall_finetune_400,acceptor_f1_scratch_400,acceptor_f1_finetune_400,acceptor_auprc_scratch_400,acceptor_auprc_finetune_400,donor_accuracy_scratch_400,donor_accuracy_finetune_400,donor_precision_scratch_400,donor_precision_finetune_400,donor_recall_scratch_400,donor_recall_finetune_400,donor_f1_scratch_400,donor_f1_finetune_400,donor_auprc_scratch_400,donor_auprc_finetune_400,accuracy_scratch_400,accuracy_finetune_400,acceptor_accuracy_scratch_2000,acceptor_accuracy_finetune_2000,acceptor_precision_scratch_2000,acceptor_precision_finetune_2000,acceptor_recall_scratch_2000,acceptor_recall_finetune_2000,acceptor_f1_scratch_2000,acceptor_f1_finetune_2000,acceptor_auprc_scratch_2000,acceptor_auprc_finetune_2000,donor_accuracy_scratch_2000,donor_accuracy_finetune_2000,donor_precision_scratch_2000,donor_precision_finetune_2000,donor_recall_scratch_2000,donor_recall_finetune_2000,donor_f1_scratch_2000,donor_f1_finetune_2000,donor_auprc_scratch_2000,donor_auprc_finetune_2000,accuracy_scratch_2000,accuracy_finetune_2000,acceptor_accuracy_scratch_10000,acceptor_accuracy_finetune_10000,acceptor_precision_scratch_10000,acceptor_precision_finetune_10000,acceptor_recall_scratch_10000,acceptor_recall_finetune_10000,acceptor_f1_scratch_10000,acceptor_f1_finetune_10000,acceptor_auprc_scratch_10000,acceptor_auprc_finetune_10000,donor_accuracy_scratch_10000,donor_accuracy_finetune_10000,donor_precision_scratch_10000,donor_precision_finetune_10000,donor_recall_scratch_10000,donor_recall_finetune_10000,donor_f1_scratch_10000,donor_f1_finetune_10000,donor_auprc_scratch_10000,donor_auprc_finetune_10000,accuracy_scratch_10000,accuracy_finetune_10000
0.3486469477658905,0.5097545626179988,0.8293413173652695,0.824847250509165,0.3486469477658905,0.5097545626179988,0.4909171466548516,0.6301050175029171,0.6497426573344289,0.7266205422417867,0.4126679462571977,0.509277031349968,0.7715311004784688,0.7896825396825397,0.4126679462571977,0.509277031349968,0.5377240516882034,0.6192143134966939,0.657804031562574,0.7180330559548468,0.5870846185148104,0.6729849151742356,0.830081812460667,0.8797986154814349,0.8587239583333334,0.9197368421052632,0.830081812460667,0.8797986154814349,0.84416,0.8993245416532647,0.8977723685661477,0.9420721983658195,0.5719769673704415,0.855406269993602,0.9331941544885177,0.9182692307692307,0.5719769673704415,0.855406269993602,0.7092423641412138,0.8857237495859556,0.8807035135431291,0.9309129089707492,0.8006675147934268,0.9117188850235299,0.8085245901639344,0.9101639344262296,0.9433817903596021,0.9672473867595819,0.8085245901639344,0.9101639344262296,0.8707627118644068,0.9378378378378378,0.9283123405754661,0.9595022016159225,0.7849604221635884,0.9162269129287599,0.9620048504446241,0.9645833333333333,0.7849604221635884,0.9162269129287599,0.8645114420632037,0.9397834912043301,0.9417676901534376,0.9641261128304355,0.8644869325333753,0.9421237451423382,0.8268015170670038,0.9260429835651075,0.9498910675381264,0.9612860892388452,0.8268015170670038,0.9260429835651075,0.8840824602906387,0.9433354797166774,0.938044843981934,0.9631661649474167,0.8204645323289391,0.928436911487759,0.9645756457564576,0.9541935483870968,0.8204645323289391,0.928436911487759,0.8867028493894166,0.9411390391345847,0.9419321487759357,0.9620660102977885,0.8824142115091672,0.9514846261774587
0.5355569540591567,0.5248584015103839,0.743231441048035,0.8152492668621701,0.5355569540591567,0.5248584015103839,0.6225310899780542,0.6385911179173047,0.6891643712674045,0.7345389629149118,0.5303902751119641,0.5419065898912349,0.7828139754485364,0.7901119402985075,0.5303902751119641,0.5419065898912349,0.6323417238749046,0.6428842504743834,0.7120362702035501,0.7329721625524573,0.6886141210211756,0.6888940463905243,0.8049087476400252,0.8829452485840151,0.9227994227994228,0.9218134034165572,0.8049087476400252,0.8829452485840151,0.8598319327731092,0.9019607843137255,0.9193596981542573,0.946042934831113,0.8163787587971849,0.8688419705694178,0.9056068133427964,0.9225543478260869,0.8163787587971849,0.8688419705694178,0.8586810228802153,0.8948929159802307,0.9079120987200507,0.9361256591683795,0.8737464920529742,0.9172468632527541,0.9147540983606557,0.9167213114754098,0.9324866310160428,0.9681440443213296,0.9147540983606557,0.9167213114754098,0.9235352532274081,0.9417312226338834,0.9485539888988158,0.9625330265054777,0.9281002638522428,0.91688654353562,0.9054054054054054,0.9686411149825784,0.9281002638522428,0.91688654353562,0.9166123778501629,0.9420535411724839,0.9544404669052202,0.9666196725504617,0.9476015773426066,0.9445298813116844,0.893173198482933,0.9361567635903919,0.9631901840490797,0.9591968911917098,0.893173198482933,0.9361567635903919,0.9268612659888488,0.9475367882277671,0.9577374434124952,0.9674877719027336,0.8995605775266792,0.9315756434400502,0.9610999329309189,0.9512820512820512,0.8995605775266792,0.9315756434400502,0.9293125810635539,0.941325721535046,0.9597010480863258,0.9670184731799576,0.930903787258858,0.9559015297887418
0.3738200125865324,0.5374449339207048,0.8377997179125529,0.8187919463087249,0.3738200125865324,0.5374449339207048,0.5169712793733682,0.648936170212766,0.6901142197591708,0.7405585602061981,0.38323736404350606,0.5483045425463852,0.8593974175035868,0.791320406278855,0.38323736404350606,0.5483045425463852,0.5300884955752212,0.6477702191987906,0.7185029910518519,0.7405353357254721,0.5856715832526861,0.6952221413702948,0.8565135305223411,0.8848332284455632,0.8948060486522025,0.9262187088274044,0.8565135305223411,0.8848332284455632,0.8752411575562701,0.9050531058899259,0.9255794932428891,0.9494745823773307,0.7939859245041587,0.8688419705694178,0.9309827456864216,0.9288645690834473,0.7939859245041587,0.8688419705694178,0.8570441988950276,0.8978512396694215,0.9168271126415345,0.9394180267963083,0.8834830077447661,0.9178773239215076,0.88,0.9272131147540984,0.9640804597701149,0.9665071770334929,0.88,0.9272131147540984,0.920123414466918,0.9464524765729585,0.9563952843089123,0.9631584455596532,0.8779683377308707,0.9241424802110818,0.9687045123726347,0.9628865979381444,0.8779683377308707,0.9241424802110818,0.9211072664359862,0.9431167956916863,0.9635690324286701,0.9679313991174409,0.9193165754704887,0.9504449941428784,0.8805309734513275,0.9355246523388117,0.9666897987508675,0.9616634178037686,0.8805309734513275,0.9355246523388117,0.9216010585511082,0.9484139698814482,0.9644857177672963,0.9685668380463934,0.8913998744507219,0.9322033898305084,0.9692832764505119,0.9586830213040671,0.8913998744507219,0.9322033898305084,0.9287115761935906,0.9452577975811585,0.9647386956514035,0.9678970114431618,0.9239707453611815,0.9559011421794649
0.4512271869100063,0.5336689741976086,0.8074324324324325,0.8249027237354085,0.4512271869100063,0.5336689741976086,0.5789261203068228,0.6480703095147115,0.7131142148033399,0.7451866805538453,0.509277031349968,0.5457453614843251,0.8147389969293757,0.7957089552238806,0.509277031349968,0.5457453614843251,0.6267716535433071,0.647438330170778,0.7333745812928785,0.7463679489043107,0.6534779246172732,0.6931114951147602,0.8294524858401511,0.8898678414096917,0.9354151880766501,0.9284307288246881,0.8294524858401511,0.8898678414096917,0.8792528352234823,0.9087403598971723,0.9394920888810337,0.9513836073381398,0.8566858605246321,0.8694817658349329,0.923448275862069,0.9333791208791209,0.8566858605246321,0.8694817658349329,0.888815134417524,0.9002981119576019,0.9350225389366673,0.9419632176901935,0.8953659736268526,0.919769460418587,0.8727868852459016,0.9331147540983606,0.9736649597659107,0.9654002713704206,0.8727868852459016,0.9331147540983606,0.9204702627939142,0.9489829943314438,0.9596785115305213,0.9644725346212248,0.8562005277044855,0.9254617414248021,0.9759398496240601,0.9616175462645647,0.8562005277044855,0.9254617414248021,0.9121574139142656,0.9431932773109244,0.9652658258305401,0.96864677470273,0.9096579348912778,0.9528516941665872,0.9083438685208597,0.9355246523388117,0.9612040133779264,0.961038961038961,0.9083438685208597,0.9355246523388117,0.9340266493337667,0.9481101857783472,0.965371559841629,0.9703705999524844,0.9234149403640929,0.933458882611425,0.9652230971128609,0.958118556701031,0.9234149403640929,0.933458882611425,0.9438562720564645,0.9456279809220985,0.9675278049716923,0.969782906232926,0.9439121982596651,0.9563195063550497
0.5217117684078036,0.5506607929515418,0.7880228136882129,0.8109360518999074,0.5217117684078036,0.5506607929515418,0.6277925028398333,0.6559220389805097,0.7233482796155101,0.7479433293522794,0.5233525271912988,0.5764555342290467,0.8131212723658051,0.7807625649913345,0.5233525271912988,0.5764555342290467,0.6368236667964189,0.6632315053367684,0.7435010683951805,0.7497387487293236,0.6816606812491783,0.7090082898418943,0.8521082441787288,0.8911264946507237,0.929945054945055,0.9273084479371316,0.8521082441787288,0.8911264946507237,0.8893267651888341,0.9088575096277278,0.9456335621454908,0.9522516315213195,0.8950735764555342,0.8765195137555982,0.8927887683471601,0.9332425068119891,0.8950735764555342,0.8765195137555982,0.8939297124600639,0.9039920818211812,0.9370999939802727,0.944610168584748,0.9157092621903965,0.9225347273463266,0.8747540983606558,0.939672131147541,0.9765739385065886,0.9649831649831649,0.8747540983606558,0.939672131147541,0.9228640608785887,0.9521594684385382,0.9619974478991835,0.9651078063320516,0.8792875989445911,0.9393139841688655,0.972992700729927,0.9628127112914131,0.8792875989445911,0.9393139841688655,0.9237699237699237,0.9509181969949917,0.966050677776322,0.9698521788022668,0.9180092963023263,0.9596549007643351,0.9266750948166877,0.9348925410872313,0.9507133592736705,0.9647749510763209,0.9266750948166877,0.9348925410872313,0.93854033290653,0.9495987158908508,0.9638631090883109,0.9709948641899537,0.9296924042686755,0.9309478970495919,0.9511881824020553,0.9623621025308241,0.9296924042686755,0.9309478970495919,0.9403174603174603,0.9463943841735801,0.965484259569727,0.969730090346545,0.9521123599230324,0.9552726746345952
0.500943989930774,0.5387035871617369,0.7991967871485943,0.8238691049085659,0.500943989930774,0.5387035871617369,0.6158607350096712,0.6514459665144596,0.7188353356961896,0.7495839750801772,0.5393474088291746,0.5604606525911708,0.809021113243762,0.7978142076502732,0.5393474088291746,0.5604606525911708,0.6472168905950096,0.6583990980834273,0.7421157834414245,0.7522303365607287,0.6800705161407653,0.6996943962194325,0.8697293895531781,0.8860918816865954,0.9140211640211641,0.9324503311258279,0.8697293895531781,0.8860918816865954,0.891325378910029,0.9086802194256212,0.9361218502169584,0.9534794188223044,0.8150991682661548,0.8714011516314779,0.9306062819576333,0.9360824742268041,0.8150991682661548,0.8714011516314779,0.869031377899045,0.9025844930417495,0.9316436528218861,0.945827518212985,0.8949278431444795,0.9191513362389884,0.8937704918032787,0.9331147540983606,0.9701067615658363,0.9693460490463215,0.8937704918032787,0.9331147540983606,0.9303754266211605,0.9508853992649515,0.9606533906806631,0.9655987492741888,0.9036939313984169,0.9274406332453826,0.9668313338038109,0.9663230240549828,0.9036939313984169,0.9274406332453826,0.9341970678486191,0.9464826657691013,0.966495420727524,0.9701563537959391,0.932482204123049,0.9535121919675417,0.9310998735777497,0.9336283185840708,0.958984375,0.9647289353363815,0.9310998735777497,0.9336283185840708,0.9448364336112893,0.9489238676517828,0.9663018504278617,0.9716433153256824,0.9171374764595104,0.9353421217827997,0.9694757796947578,0.9588159588159588,0.9171374764595104,0.9353421217827997,0.9425806451612904,0.9469335875436924,0.9676694882915555,0.9700615174747603,0.9494051787284881,0.9563156084571162
0.5185651353052234,0.5519194461925739,0.797676669893514,0.812037037037037,0.5185651353052234,0.5519194461925739,0.6285278413424866,0.6571749718995878,0.7217753507565483,0.7511503684750458,0.5124760076775432,0.5649392194497761,0.8300518134715026,0.7919282511210762,0.5124760076775432,0.5649392194497761,0.6337025316455697,0.6594473487677371,0.74909220828835,0.7537171246157969,0.6769888319750872,0.7055905369209846,0.8797986154814349,0.8898678414096917,0.9221635883905013,0.9321028345418589,0.8797986154814349,0.8898678414096917,0.9004830917874396,0.9104958145524791,0.9481012760772317,0.9546860022607798,0.8618042226487524,0.8752399232245681,0.9347675225537821,0.9395604395604396,0.8618042226487524,0.8752399232245681,0.8968042609853528,0.906260351109639,0.9441595228461561,0.9478948495242778,0.9138534704614556,0.9216898468459297,0.9363934426229508,0.940327868852459,0.9545454545454546,0.9656565656565657,0.9363934426229508,0.940327868852459,0.945382323733863,0.9528239202657808,0.96630039368263,0.9668208865883993,0.9254617414248021,0.9320580474934037,0.957679180887372,0.9658236500341764,0.9254617414248021,0.9320580474934037,0.9412948674941295,0.9486404833836858,0.968654101830264,0.9703429357509634,0.9539430560749764,0.9574552346842488,0.9197218710493047,0.9456384323640961,0.9635761589403974,0.9571337172104927,0.9197218710493047,0.9456384323640961,0.9411384217335058,0.9513513513513514,0.9649443065770631,0.971671083822279,0.9265536723163842,0.9422473320778405,0.9615635179153095,0.9512040557667935,0.9265536723163842,0.9422473320778405,0.9437340153452686,0.9467045096184169,0.9663819547350395,0.9702473833966185,0.9487509096261632,0.9626189820474388
0.5223410950283197,0.5594713656387665,0.7957813998082455,0.8074477747502271,0.5223410950283197,0.5594713656387665,0.6306990881458967,0.6609665427509294,0.7268178694350238,0.7542060757601603,0.5502239283429302,0.5764555342290467,0.8105560791705938,0.7910447761194029,0.5502239283429302,0.5764555342290467,0.6554878048780488,0.6669133974833457,0.7497671131138773,0.7574237649328079,0.6908273903804014,0.7119456143653414,0.8829452485840151,0.8886091881686595,0.9169934640522875,0.9344804765056254,0.8829452485840151,0.8886091881686595,0.899647322859891,0.9109677419354839,0.9471411212316031,0.9551890548001878,0.8950735764555342,0.872680742162508,0.9125896934116112,0.9419889502762431,0.8950735764555342,0.872680742162508,0.9037467700258398,0.9060112919295915,0.9444003303692513,0.9491121952813185,0.9259888640373038,0.9204177690813244,0.92,0.9311475409836065,0.9682539682539683,0.971937029431896,0.92,0.9311475409836065,0.9435104236718225,0.9511051574012056,0.9649631813909162,0.9673716407685573,0.9155672823218998,0.9320580474934037,0.9598893499308437,0.9698009608785175,0.9155672823218998,0.9320580474934037,0.937204591492235,0.9505549949545913,0.9699512884573939,0.9712840571125176,0.9451821565545471,0.9543961927104393,0.9475347661188369,0.9127686472819216,0.9351216469120399,0.9710827168796234,0.9475347661188369,0.9127686472819216,0.941287284144427,0.9410231345715216,0.9683832469251986,0.9710383831687497,0.9428750784682988,0.9158819836785939,0.9452485840151038,0.9713715046604527,0.9428750784682988,0.9158819836785939,0.9440603394091767,0.9428109854604201,0.966918752931996,0.9699466643031198,0.9634572067715742,0.9428778066771919
0.5827564505978603,0.5638766519823789,0.7366746221161495,0.8057553956834532,0.5827564505978603,0.5638766519823789,0.6507378777231202,0.6634579785264717,0.7254336086249379,0.7546100040581608,0.5559820857325656,0.5943698016634676,0.8061224489795918,0.781986531986532,0.5559820857325656,0.5943698016634676,0.6580840590685346,0.6753907669938204,0.7480552978076109,0.758494731058698,0.7128768227347598,0.7193837979066897,0.8835745752045312,0.8961611076148521,0.9273447820343461,0.9313276651406148,0.8835745752045312,0.8961611076148521,0.9049307122139865,0.9134060295060936,0.951350657797914,0.9557721445141178,0.8701215611004478,0.8797184900831734,0.9327846364883402,0.9411362080766599,0.8701215611004478,0.8797184900831734,0.9003641178417743,0.9093915343915344,0.9444922686841509,0.9501827303405428,0.9178848366879322,0.9252804578671849,0.9186885245901639,0.9436065573770491,0.9628865979381444,0.9703304113283884,0.9186885245901639,0.9436065573770491,0.9402684563758389,0.956781914893617,0.9658068117466978,0.9674860414144896,0.9188654353562006,0.9379947229551451,0.9653499653499653,0.9653767820773931,0.9188654353562006,0.9379947229551451,0.9415343021290977,0.9514887922382067,0.9692966448107571,0.9709530565322839,0.9458443824293686,0.9605274229231205,0.9292035398230089,0.9355246523388117,0.9502262443438914,0.9641693811074918,0.9292035398230089,0.9355246523388117,0.9395973154362416,0.9496310555020854,0.9675820231535738,0.9716134060176109,0.9315756434400502,0.9328311362209667,0.958656330749354,0.9624352331606217,0.9315756434400502,0.9328311362209667,0.9449219993632602,0.9474019764105833,0.9655530795409382,0.9695310395937008,0.9535836551148936,0.9561110580665533
0.5689112649465072,0.5538074260541221,0.7687074829931972,0.8118081180811808,0.5689112649465072,0.5538074260541221,0.6538878842676311,0.6584362139917695,0.7269289416801104,0.7547968980780191,0.509277031349968,0.5745361484325016,0.8248704663212435,0.7884108867427568,0.509277031349968,0.5745361484325016,0.629746835443038,0.6646928201332346,0.747684160248495,0.7598921516573404,0.692700013553374,0.7094181727818775,0.8533668974197609,0.8904971680302077,0.9358178053830227,0.9377070907886017,0.8533668974197609,0.8904971680302077,0.8926925608953259,0.9134925758553906,0.9464757808959344,0.9566276219917621,0.855406269993602,0.8765195137555982,0.9310584958217271,0.9422283356258597,0.855406269993602,0.8765195137555982,0.8916305435145049,0.9081869406695393,0.9416578179590303,0.950887404432835,0.9029115810635777,0.9223270197764698,0.9383606557377049,0.9429508196721311,0.9578313253012049,0.9683501683501684,0.9383606557377049,0.9429508196721311,0.9479960251738987,0.9554817275747508,0.9660128244485497,0.9682591342765222,0.9393139841688655,0.9426121372031663,0.958922558922559,0.9661933739012847,0.9393139841688655,0.9426121372031663,0.9490169943352216,0.9542570951585977,0.9700537288418439,0.9713314054681597,0.9592166082713437,0.9618478483563456,0.9171934260429836,0.9456384323640961,0.9673333333333334,0.951048951048951,0.9171934260429836,0.9456384323640961,0.9415963659961064,0.9483359746434231,0.9664093671101491,0.9719219235826149,0.9240426867545511,0.9447583176396736,0.9652459016393443,0.9519291587602783,0.9240426867545511,0.9447583176396736,0.9441949967928159,0.9483301827347196,0.9650951791766131,0.9705438783959973,0.9470718999451012,0.9634553768534744
