acceptor_accuracy_scratch,acceptor_accuracy_finetune,acceptor_precision_scratch,acceptor_precision_finetune,acceptor_recall_scratch,acceptor_recall_finetune,acceptor_f1_scratch,acceptor_f1_finetune,acceptor_auprc_scratch,acceptor_auprc_finetune,donor_accuracy_scratch,donor_accuracy_finetune,donor_precision_scratch,donor_precision_finetune,donor_recall_scratch,donor_recall_finetune,donor_f1_scratch,donor_f1_finetune,donor_auprc_scratch,donor_auprc_finetune,accuracy_scratch,accuracy_finetune
0.8085245901639344,0.9101639344262296,0.9433817903596021,0.9672473867595819,0.8085245901639344,0.9101639344262296,0.8707627118644068,0.9378378378378378,0.9283123405754661,0.9595022016159225,0.7849604221635884,0.9162269129287599,0.9620048504446241,0.9645833333333333,0.7849604221635884,0.9162269129287599,0.8645114420632037,0.9397834912043301,0.9417676901534376,0.9641261128304355,0.8644869325333753,0.9421237451423382
0.9147540983606557,0.9167213114754098,0.9324866310160428,0.9681440443213296,0.9147540983606557,0.9167213114754098,0.9235352532274081,0.9417312226338834,0.9485539888988158,0.9625330265054777,0.9281002638522428,0.91688654353562,0.9054054054054054,0.9686411149825784,0.9281002638522428,0.91688654353562,0.9166123778501629,0.9420535411724839,0.9544404669052202,0.9666196725504617,0.9476015773426066,0.9445298813116844
0.88,0.9272131147540984,0.9640804597701149,0.9665071770334929,0.88,0.9272131147540984,0.920123414466918,0.9464524765729585,0.9563952843089123,0.9631584455596532,0.8779683377308707,0.9241424802110818,0.9687045123726347,0.9628865979381444,0.8779683377308707,0.9241424802110818,0.9211072664359862,0.9431167956916863,0.9635690324286701,0.9679313991174409,0.9193165754704887,0.9504449941428784
0.8727868852459016,0.9331147540983606,0.9736649597659107,0.9654002713704206,0.8727868852459016,0.9331147540983606,0.9204702627939142,0.9489829943314438,0.9596785115305213,0.9644725346212248,0.8562005277044855,0.9254617414248021,0.9759398496240601,0.9616175462645647,0.8562005277044855,0.9254617414248021,0.9121574139142656,0.9431932773109244,0.9652658258305401,0.96864677470273,0.9096579348912778,0.9528516941665872
0.8747540983606558,0.939672131147541,0.9765739385065886,0.9649831649831649,0.8747540983606558,0.939672131147541,0.9228640608785887,0.9521594684385382,0.9619974478991835,0.9651078063320516,0.8792875989445911,0.9393139841688655,0.972992700729927,0.9628127112914131,0.8792875989445911,0.9393139841688655,0.9237699237699237,0.9509181969949917,0.966050677776322,0.9698521788022668,0.9180092963023263,0.9596549007643351
0.8937704918032787,0.9331147540983606,0.9701067615658363,0.9693460490463215,0.8937704918032787,0.9331147540983606,0.9303754266211605,0.9508853992649515,0.9606533906806631,0.9655987492741888,0.9036939313984169,0.9274406332453826,0.9668313338038109,0.9663230240549828,0.9036939313984169,0.9274406332453826,0.9341970678486191,0.9464826657691013,0.966495420727524,0.9701563537959391,0.932482204123049,0.9535121919675417
0.9363934426229508,0.940327868852459,0.9545454545454546,0.9656565656565657,0.9363934426229508,0.940327868852459,0.945382323733863,0.9528239202657808,0.96630039368263,0.9668208865883993,0.9254617414248021,0.9320580474934037,0.957679180887372,0.9658236500341764,0.9254617414248021,0.9320580474934037,0.9412948674941295,0.9486404833836858,0.968654101830264,0.9703429357509634,0.9539430560749764,0.9574552346842488
0.92,0.9311475409836065,0.9682539682539683,0.971937029431896,0.92,0.9311475409836065,0.9435104236718225,0.9511051574012056,0.9649631813909162,0.9673716407685573,0.9155672823218998,0.9320580474934037,0.9598893499308437,0.9698009608785175,0.9155672823218998,0.9320580474934037,0.937204591492235,0.9505549949545913,0.9699512884573939,0.9712840571125176,0.9451821565545471,0.9543961927104393
0.9186885245901639,0.9436065573770491,0.9628865979381444,0.9703304113283884,0.9186885245901639,0.9436065573770491,0.9402684563758389,0.956781914893617,0.9658068117466978,0.9674860414144896,0.9188654353562006,0.9379947229551451,0.9653499653499653,0.9653767820773931,0.9188654353562006,0.9379947229551451,0.9415343021290977,0.9514887922382067,0.9692966448107571,0.9709530565322839,0.9458443824293686,0.9605274229231205
0.9383606557377049,0.9429508196721311,0.9578313253012049,0.9683501683501684,0.9383606557377049,0.9429508196721311,0.9479960251738987,0.9554817275747508,0.9660128244485497,0.9682591342765222,0.9393139841688655,0.9426121372031663,0.958922558922559,0.9661933739012847,0.9393139841688655,0.9426121372031663,0.9490169943352216,0.9542570951585977,0.9700537288418439,0.9713314054681597,0.9592166082713437,0.9618478483563456
